data_source,ticker,date_kst,open,high,low,close,volume,loaded_date_kst
source1,061970,2025-04-14,3085,3265,3065,3250,131077,2025-04-14
source1,067280,2025-04-18,34500,35800,33600,35450,26458,2025-04-18
source1,078590,2025-04-22,621,625,605,614,245988,2025-04-22
source1,083660,2025-04-17,920,1010,870,979,988076,2025-04-17
source1,098070,2025-04-16,44200,46100,41350,42700,1931961,2025-04-16
source1,100660,2025-04-16,3500,3520,3455,3465,20277,2025-04-16
source1,001630,2025-04-21,45450,45500,44950,45450,2942,2025-04-21
source1,001840,2025-04-16,1616,1616,1616,1616,0,2025-04-16
source1,002290,2025-04-17,3590,3645,3537,3615,135100,2025-04-17
source1,002900,2025-04-21,4490,4530,4395,4435,73374,2025-04-22
source1,004560,2025-04-15,13230,13630,12500,12700,439139,2025-04-15
source1,004710,2025-04-21,4150,4225,4125,4210,68132,2025-04-21
source1,042940,2025-04-21,34050,38800,28250,28500,7411567,2025-04-21
source1,059090,2025-04-17,9200,9510,9150,9490,93248,2025-04-18
source1,079190,2025-04-17,489,490,479,480,23283,2025-04-17
source1,083470,2025-04-21,1222,1267,1210,1255,36112,2025-04-21
source1,000250,2025-04-17,147600,153100,145100,152800,195274,2025-04-18
source1,001770,2025-04-14,14980,15020,14980,15010,1311,2025-04-14
source1,158430,2025-04-16,5820,5900,5700,5750,466863,2025-04-16
source1,185490,2025-04-15,3785,3950,3785,3835,131055,2025-04-15
source1,215600,2025-04-17,2290,2360,2240,2340,422630,2025-04-18
source1,260970,2025-04-15,69900,83800,69900,83500,147573,2025-04-15
source1,282000,2025-04-17,109660,109715,109660,109715,4,2025-04-17
source1,288330,2025-04-21,1515,1626,1515,1515,49610489,2025-04-21
source1,377300,2025-04-16,28500,29100,28400,28600,118758,2025-04-17
source1,404650,2025-04-15,9290,9320,9285,9320,77,2025-04-15
source1,446720,2025-04-22,10500,10500,10405,10435,574064,2025-04-22
source1,002020,2025-04-22,21950,25450,21550,25000,377237,2025-04-22
source1,004770,2025-04-18,2290,2495,2245,2360,8696535,2025-04-18
source1,005420,2025-04-21,14700,15070,14460,14610,100942,2025-04-22
source1,039290,2025-04-21,6820,6950,6740,6830,35192,2025-04-21
source1,289930,2025-04-14,8100,8260,7850,8020,94096,2025-04-14
source1,381170,2025-04-17,19465,19800,19465,19800,1358825,2025-04-17
source1,383800,2025-04-16,6280,6310,6230,6280,55308,2025-04-17
source1,413220,2025-04-18,3570,3570,3535,3565,580,2025-04-18
source1,417310,2025-04-14,4820,4865,4795,4805,21495,2025-04-14
source1,230980,2025-04-14,229,229,229,229,0,2025-04-14
source1,237440,2025-04-16,9560,9590,9505,9530,8275,2025-04-16
source1,251970,2025-04-14,53800,57500,52000,52900,105578,2025-04-15
source1,261270,2025-04-18,7970,7970,7950,7955,20729,2025-04-18
source1,268280,2025-04-17,149600,149800,148600,149400,702,2025-04-17
source1,303530,2025-04-16,6790,6860,6700,6720,13406,2025-04-16
source1,314130,2025-04-18,2975,3050,2900,3035,425690,2025-04-18
source1,388050,2025-04-15,6910,7470,6800,7020,1380571,2025-04-15
source1,394670,2025-04-14,5590,5650,5480,5650,19082,2025-04-14
source1,419420,2025-04-15,5005,5095,5005,5040,1789,2025-04-15
source1,455660,2025-04-18,9745,9850,9695,9780,3677,2025-04-18
source1,476550,2025-04-18,8180,8245,8140,8215,990099,2025-04-18
source1,477470,2025-04-22,2040,2040,2035,2040,1261,2025-04-22
source1,432600,2025-04-17,55510,55510,55485,55485,6,2025-04-17
source1,475580,2025-04-14,11520,11870,11290,11810,437009,2025-04-15
source1,391710,2025-04-17,1675,1703,1645,1686,143034,2025-04-17
source1,438100,2025-04-18,12895,12965,12845,12965,49427,2025-04-18
source1,461340,2025-04-15,17945,17945,16460,16595,11305,2025-04-15
source1,475580,2025-04-21,12420,12560,12100,12100,301409,2025-04-22
source1,476800,2025-04-22,4690,4705,4665,4670,574795,2025-04-22
source1,045510,2025-04-18,847,852,786,829,109058,2025-04-18
source1,049070,2025-04-16,16300,16300,15710,15840,51511,2025-04-17
source1,053450,2025-04-17,5180,5550,5000,5280,863999,2025-04-17
source1,092440,2025-04-14,2295,2335,2275,2275,12603,2025-04-14
source1,100910,2025-04-14,5140,5215,5140,5170,6620,2025-04-14
source1,114450,2025-04-22,1587,1611,1572,1595,25944,2025-04-22
source1,187420,2025-04-17,3445,3670,3445,3630,101429,2025-04-17
source1,204450,2025-04-22,2235,2295,2205,2285,159345,2025-04-22
source1,279540,2025-04-18,10150,10190,10150,10190,6,2025-04-18
source1,289670,2025-04-22,57510,57515,57390,57410,22,2025-04-22
source1,000880,2025-04-18,43600,45500,43500,44150,465312,2025-04-21
source1,003547,2025-04-21,15370,15480,15300,15480,75550,2025-04-21
source1,005710,2025-04-17,7180,7250,7110,7250,10668,2025-04-17
source1,012330,2025-04-17,238000,241500,235000,238500,117141,2025-04-18
source1,017670,2025-04-17,57700,57900,57200,57700,404317,2025-04-18
source1,001520,2025-04-22,607,607,590,600,288393,2025-04-22
source1,001630,2025-04-14,43300,43450,43150,43300,674,2025-04-14
source1,002900,2025-04-14,4350,4380,4300,4330,56846,2025-04-15
source1,004430,2025-04-15,11270,11470,11270,11380,16844,2025-04-15
source1,004710,2025-04-14,4000,4085,3960,3965,106213,2025-04-14
source1,004890,2025-04-18,41400,41400,40800,41250,1603,2025-04-18
source1,007860,2025-04-16,7200,7250,6910,6970,126797,2025-04-16
source1,290130,2025-04-21,12100,12180,12045,12145,1791,2025-04-21
source1,290690,2025-04-18,3600,3650,3390,3580,814378,2025-04-21
source1,364980,2025-04-21,7225,7285,7125,7155,1141587,2025-04-21
source1,373170,2025-04-22,9800,9810,9140,9280,88228,2025-04-22
source1,413930,2025-04-14,8960,8960,8880,8880,575,2025-04-14
source1,439580,2025-04-14,11400,11600,11140,11480,324991,2025-04-15
source1,483290,2025-04-15,9495,9540,9480,9530,198870,2025-04-15
source1,494420,2025-04-15,8960,8960,8770,8820,26047,2025-04-15
source1,005680,2025-04-14,9960,10300,9940,10290,26926,2025-04-14
source1,009540,2025-04-18,230500,233500,223000,225500,160509,2025-04-21
source1,016600,2025-04-21,259,269,257,263,827857,2025-04-21
source1,016800,2025-04-21,42450,43250,42450,42850,240,2025-04-21
source1,053030,2025-04-15,16950,18000,16240,16450,514901,2025-04-15
source1,091700,2025-04-16,6950,6950,6820,6860,62075,2025-04-17
source1,114460,2025-04-18,104430,104535,104430,104515,495,2025-04-18
source1,169330,2025-04-15,2215,2220,2190,2195,2315,2025-04-15
source1,058110,2025-04-15,1913,1957,1913,1956,42375,2025-04-15
source1,090430,2025-04-17,111800,116300,110800,115800,520144,2025-04-18
source1,091810,2025-04-21,2010,2095,2010,2070,311641,2025-04-22
source1,095610,2025-04-16,20500,21150,20050,20500,99236,2025-04-17
source1,096240,2025-04-15,13760,13860,13670,13730,30848,2025-04-15
source1,180640,2025-04-17,81300,81700,80000,80700,25997,2025-04-17
source1,195970,2025-04-16,12270,12365,12115,12185,17775,2025-04-16
source1,219900,2025-04-14,2905,2905,2830,2835,7279,2025-04-14
source1,226360,2025-04-15,2555,2555,2555,2555,0,2025-04-15
source1,263750,2025-04-16,32300,32500,31850,32050,90969,2025-04-17
source1,073010,2025-04-18,4265,4300,4140,4200,599194,2025-04-21
source1,096040,2025-04-16,271,271,271,271,0,2025-04-16
source1,119850,2025-04-16,18360,19050,17870,17970,821426,2025-04-17
source1,123700,2025-04-15,3025,3040,3010,3035,33083,2025-04-15
source1,203650,2025-04-16,3280,3280,3190,3230,255376,2025-04-17
source1,204610,2025-04-16,1650,1670,1612,1612,248258,2025-04-16
source1,217730,2025-04-21,2420,2430,2370,2390,278639,2025-04-21
source1,219420,2025-04-15,5690,5730,5500,5590,251277,2025-04-15
source1,122640,2025-04-14,12780,12780,12450,12680,40742,2025-04-15
source1,125210,2025-04-16,5500,5500,5290,5380,47716,2025-04-17
source1,138930,2025-04-22,10260,10350,10160,10330,715534,2025-04-22
source1,139280,2025-04-14,9910,9955,9895,9955,8219,2025-04-14
source1,156080,2025-04-14,15275,15290,15230,15230,28,2025-04-14
source1,0008E0,2025-04-17,7750,7775,7690,7775,969,2025-04-17
source1,001527,2025-04-16,7320,7350,7260,7320,1411,2025-04-16
source1,002350,2025-04-18,5150,5170,5110,5160,30451,2025-04-18
source1,003540,2025-04-17,16790,16840,16630,16770,59045,2025-04-18
source1,006125,2025-04-16,32750,33450,32750,32800,6485,2025-04-16
source1,025980,2025-04-16,6710,6740,6400,6570,1890436,2025-04-17
source1,047310,2025-04-15,4490,4500,4400,4470,58424,2025-04-15
source1,442130,2025-04-16,2135,2135,2125,2125,1114,2025-04-16
source1,456880,2025-04-14,11900,11920,11850,11855,96313,2025-04-14
source1,457600,2025-04-14,4675,5100,4605,4835,3025431,2025-04-14
source1,477490,2025-04-21,12940,12975,12885,12935,194,2025-04-21
source1,003070,2025-04-22,8640,8640,8210,8600,22237,2025-04-22
source1,003520,2025-04-16,1998,2005,1980,1985,151856,2025-04-16
source1,009410,2025-04-17,2475,2580,2475,2530,141075,2025-04-17
source1,010620,2025-04-22,127700,134500,127700,133700,394847,2025-04-22
source1,015860,2025-04-21,3685,3690,3640,3650,20244,2025-04-21
source1,018620,2025-04-21,879,882,868,881,38544,2025-04-21
source1,030190,2025-04-18,11950,12020,11790,12000,30475,2025-04-21
source1,044340,2025-04-21,5770,5810,5710,5810,29423,2025-04-21
source1,060310,2025-04-15,2230,2260,2190,2210,550751,2025-04-15
source1,064240,2025-04-18,2850,2890,2730,2890,228040,2025-04-18
source1,082660,2025-04-22,480,480,480,480,0,2025-04-22
source1,088260,2025-04-14,4315,4355,4305,4350,40434,2025-04-14
source1,096770,2025-04-15,98100,98600,97000,98100,196305,2025-04-15
source1,099430,2025-04-14,8200,8600,7800,8020,1419919,2025-04-15
source1,145995,2025-04-22,30400,30400,29900,30250,430,2025-04-22
source1,162300,2025-04-16,2385,2415,2350,2365,151424,2025-04-16
source1,189330,2025-04-17,6910,9100,6460,8590,1720346,2025-04-17
source1,200250,2025-04-14,23920,24100,23650,23975,138314,2025-04-14
source1,213500,2025-04-16,8240,8240,8070,8070,30734,2025-04-16
source1,222160,2025-04-15,8040,8040,8040,8040,0,2025-04-15
source1,245620,2025-04-14,415,415,415,415,0,2025-04-14
source1,272110,2025-04-16,16380,16650,16040,16450,28091,2025-04-16
source1,278530,2025-04-15,11660,11755,11650,11735,406737,2025-04-15
source1,007110,2025-04-22,2315,2360,2270,2295,5160095,2025-04-22
source1,011780,2025-04-14,110500,113300,109300,111500,90964,2025-04-15
source1,014280,2025-04-16,4605,4630,4505,4555,535823,2025-04-16
source1,015360,2025-04-14,47000,47300,46500,46800,4056,2025-04-14
source1,018670,2025-04-22,233000,236000,231500,233500,7661,2025-04-22
source1,033130,2025-04-22,1798,1803,1787,1790,114877,2025-04-22
source1,033540,2025-04-16,1486,1486,1441,1441,193643,2025-04-16
source1,038530,2025-04-18,263,272,259,268,1071408,2025-04-18
source1,051360,2025-04-16,16290,16290,15800,15930,61819,2025-04-17
source1,066700,2025-04-17,2940,2995,2930,2995,33927,2025-04-17
source1,078935,2025-04-18,36300,36350,36150,36350,2693,2025-04-18
source1,093640,2025-04-21,3210,3310,3150,3200,68809,2025-04-21
source1,086790,2025-04-16,57300,58000,57000,57700,522615,2025-04-17
source1,108380,2025-04-14,16980,17280,16650,17170,103754,2025-04-14
source1,121600,2025-04-22,53400,54500,52500,53300,32712,2025-04-22
source1,168330,2025-04-14,1696,1865,1646,1858,161424,2025-04-14
source1,261220,2025-04-18,13600,13650,13575,13625,85694,2025-04-18
source1,272580,2025-04-21,55580,55585,55570,55580,11031,2025-04-21
source1,300080,2025-04-18,21500,21500,20650,21250,58968,2025-04-18
source1,406820,2025-04-22,13590,13590,13170,13270,3458,2025-04-22
source1,417500,2025-04-17,3260,3340,3210,3340,36185,2025-04-17
source1,424980,2025-04-14,5120,5240,5120,5200,5564,2025-04-14
source1,434730,2025-04-17,18905,19715,18905,19715,70234,2025-04-17
source1,449180,2025-04-22,11965,12000,11945,11990,418746,2025-04-22
source1,466920,2025-04-17,20900,21180,20735,21180,2162753,2025-04-17
source1,478780,2025-04-16,2070,2070,2050,2055,32784,2025-04-16
source1,091230,2025-04-17,29375,30200,29375,30170,99806,2025-04-17
source1,099220,2025-04-16,1303,1309,1269,1281,332442,2025-04-16
source1,126880,2025-04-16,3895,3895,3795,3825,46304,2025-04-16
source1,153130,2025-04-18,112945,112980,112945,112955,3455,2025-04-18
source1,195980,2025-04-15,9615,9620,9410,9595,121754,2025-04-15
source1,238490,2025-04-16,3660,3740,3610,3660,18622,2025-04-16
source1,241560,2025-04-14,44200,44250,43100,43350,224726,2025-04-15
source1,263690,2025-04-17,5580,5600,5370,5450,98477,2025-04-17
source1,276040,2025-04-21,5010,5340,5000,5270,180453,2025-04-21
source1,396500,2025-04-15,9210,9330,9210,9275,536997,2025-04-15
source1,453860,2025-04-16,20700,21500,20100,20500,27029,2025-04-17
source1,465330,2025-04-22,7255,7385,7230,7250,168415,2025-04-22
source1,481340,2025-04-21,9770,9770,9600,9620,54661,2025-04-21
source1,065690,2025-04-14,1002,1123,1001,1003,220247,2025-04-14
source1,067080,2025-04-14,13570,17680,13480,17680,8016365,2025-04-15
source1,078140,2025-04-22,12930,13050,12670,12840,68285,2025-04-22
source1,101970,2025-04-15,23500,24200,22200,23650,407585,2025-04-15
source1,102460,2025-04-22,11220,11240,11100,11200,7392,2025-04-22
source1,121800,2025-04-14,3320,3320,3320,3320,0,2025-04-14
source1,152380,2025-04-18,71705,71815,71700,71780,1049,2025-04-18
source1,152550,2025-04-22,263,267,263,265,448133,2025-04-22
source1,161890,2025-04-17,74400,74600,72700,73600,256418,2025-04-18
source1,189300,2025-04-22,38300,38750,37400,38100,91938,2025-04-22
source1,218420,2025-04-15,13255,13255,13155,13220,5576,2025-04-15
source1,241180,2025-04-22,20760,20895,20620,20755,40704,2025-04-22
source1,261250,2025-04-17,16075,16195,16050,16115,37529,2025-04-17
source1,272210,2025-04-22,37800,39600,37550,39200,4142122,2025-04-22
source1,299900,2025-04-16,1187,1190,1146,1147,648676,2025-04-16
source1,309960,2025-04-16,4060,4375,4060,4170,928441,2025-04-16
source1,321370,2025-04-22,1258,1258,1218,1235,322436,2025-04-22
source1,347700,2025-04-18,8360,8490,7950,8180,333773,2025-04-18
source1,356680,2025-04-18,7610,7880,7350,7420,1179868,2025-04-21
source1,367380,2025-04-15,20400,20505,20345,20450,858269,2025-04-15
source1,371870,2025-04-14,7785,7975,7690,7695,43349,2025-04-14
source1,373200,2025-04-22,924,965,748,775,6447258,2025-04-22
source1,416090,2025-04-17,7565,7670,7485,7665,3257,2025-04-17
source1,469060,2025-04-21,11455,11455,11295,11340,2201,2025-04-21
source1,493810,2025-04-15,8845,8845,8610,8665,94904,2025-04-15
source1,950160,2025-04-15,46000,47550,44150,47550,418738,2025-04-15
source1,000215,2025-04-17,19130,19350,19020,19020,2193,2025-04-17
source1,0005G0,2025-04-15,9155,9270,9150,9235,159,2025-04-15
source1,000970,2025-04-22,7030,7080,6860,6950,342588,2025-04-22
source1,011810,2025-04-18,3590,3590,3450,3535,43244,2025-04-21
source1,041920,2025-04-15,6110,6110,5830,5880,200242,2025-04-15
source1,054620,2025-04-16,6000,6070,5930,6000,16896,2025-04-16
source1,0005G0,2025-04-18,9125,9220,9085,9210,212,2025-04-18
source1,011320,2025-04-14,3680,3850,3520,3600,367589,2025-04-14
source1,011810,2025-04-15,3550,3550,3450,3520,71762,2025-04-15
source1,041920,2025-04-18,6130,6150,5930,6070,92666,2025-04-18
source1,002995,2025-04-15,10680,11070,10520,11070,1237,2025-04-15
source1,005387,2025-04-15,139900,141400,138300,141000,123745,2025-04-15
source1,007980,2025-04-14,1362,1386,1361,1380,159703,2025-04-14
source1,009155,2025-04-18,54700,55400,54400,55300,9384,2025-04-18
source1,010060,2025-04-22,64600,67400,64000,66300,190988,2025-04-22
source1,018310,2025-04-16,20350,20350,19910,19930,9759,2025-04-16
source1,018680,2025-04-15,3155,3285,3150,3230,10841,2025-04-15
source1,023350,2025-04-16,6100,6100,5760,5770,159564,2025-04-16
source1,031430,2025-04-22,9430,9480,9380,9480,38773,2025-04-22
source1,056080,2025-04-17,7390,7590,7250,7540,246931,2025-04-18
source1,062040,2025-04-15,51700,52800,51200,52500,234331,2025-04-15
source1,090470,2025-04-21,4165,4185,4105,4170,13470,2025-04-21
source1,110990,2025-04-14,14280,14280,13500,13780,37988,2025-04-15
source1,187420,2025-04-18,3630,3695,3510,3590,53350,2025-04-18
source1,212560,2025-04-22,8540,8820,8460,8650,49551,2025-04-22
source1,225530,2025-04-14,5300,5300,4680,4680,243428,2025-04-14
source1,228850,2025-04-14,6360,6390,6300,6330,6563,2025-04-14
source1,257720,2025-04-21,33850,34050,32500,32700,974063,2025-04-22
source1,279540,2025-04-17,10110,10110,10110,10110,0,2025-04-18
source1,298540,2025-04-18,10010,10150,9970,10110,12529,2025-04-18
source1,308100,2025-04-16,9230,9560,8200,8390,5448466,2025-04-16
source1,320000,2025-04-17,2805,2850,2600,2600,314287,2025-04-17
source1,439730,2025-04-22,2115,2120,2110,2110,34353,2025-04-22
source1,447660,2025-04-15,12150,12150,12040,12095,14436,2025-04-15
source1,448330,2025-04-18,10620,10645,10610,10645,45745,2025-04-18
source1,479730,2025-04-14,9860,10010,9730,9990,187945,2025-04-14
source1,490480,2025-04-17,17585,17925,17560,17865,91431,2025-04-17
source1,081660,2025-04-16,35900,36100,35400,35550,84784,2025-04-17
source1,204320,2025-04-18,35800,36100,35350,35950,118525,2025-04-21
source1,214270,2025-04-21,1503,1533,1445,1462,192392,2025-04-21
source1,217770,2025-04-21,2950,2960,2910,2940,52218,2025-04-21
source1,415380,2025-04-17,8620,8650,8480,8590,5489,2025-04-17
source1,422420,2025-04-17,5465,5530,5420,5510,137762,2025-04-17
source1,435570,2025-04-18,23700,31300,23650,26000,2332462,2025-04-18
source1,463300,2025-04-14,10410,10410,10155,10240,4693,2025-04-14
source1,092230,2025-04-22,57400,58400,57200,58000,4607,2025-04-22
source1,114260,2025-04-14,62570,62585,62520,62545,45569,2025-04-14
source1,117690,2025-04-16,19800,19865,19015,19015,9384,2025-04-16
source1,145720,2025-04-14,73500,74000,71700,73600,56227,2025-04-15
source1,195870,2025-04-21,24000,24450,23800,24200,36336,2025-04-22
source1,195920,2025-04-15,21550,21550,21375,21385,45,2025-04-15
source1,225130,2025-04-18,36450,36595,36330,36490,2888,2025-04-18
source1,267250,2025-04-17,71000,71300,70400,71100,101058,2025-04-18
source1,302440,2025-04-17,38500,39400,38200,39050,51813,2025-04-18
source1,305080,2025-04-17,12750,13100,12625,12645,86815,2025-04-17
source1,311390,2025-04-16,8420,8630,8320,8550,137858,2025-04-16
source1,336160,2025-04-14,103645,103645,103605,103630,151,2025-04-14
source1,339770,2025-04-18,5540,5570,5420,5550,63917,2025-04-21
source1,369370,2025-04-18,1555,1559,1518,1545,8698,2025-04-18
source1,376180,2025-04-17,2295,2325,2295,2305,28908,2025-04-17
source1,430690,2025-04-14,4600,5140,4520,4890,1402532,2025-04-14
source1,451800,2025-04-18,3865,3900,3865,3890,140319,2025-04-18
source1,497520,2025-04-17,9700,9700,9605,9700,191,2025-04-17
source1,000250,2025-04-16,155900,156500,149600,150100,276640,2025-04-17
source1,0005A0,2025-04-15,8675,8705,8620,8670,142798,2025-04-15
source1,003550,2025-04-21,63900,64000,62500,63100,45180,2025-04-22
source1,038010,2025-04-18,6180,6250,6100,6190,10128,2025-04-18
source1,054950,2025-04-16,21400,21900,21300,21550,43132,2025-04-17
source1,074600,2025-04-14,17150,17200,16620,16920,153596,2025-04-15
source1,084695,2025-04-18,19800,20750,19550,20400,38044,2025-04-18
source1,000520,2025-04-15,11500,11550,11310,11410,98149,2025-04-15
source1,0015B0,2025-04-14,8155,8235,8155,8200,24371,2025-04-14
source1,003720,2025-04-16,4010,4210,3970,4010,84389,2025-04-17
source1,009180,2025-04-17,2115,2160,2110,2155,41175,2025-04-17
source1,017250,2025-04-17,1036,1073,1034,1046,47936,2025-04-17
source1,035760,2025-04-16,56500,57000,54900,55000,62678,2025-04-17
source1,054090,2025-04-18,776,776,752,770,25285,2025-04-18
source1,101140,2025-04-22,7150,7280,7100,7200,19194,2025-04-22
source1,106520,2025-04-15,411,411,411,411,0,2025-04-15
source1,234100,2025-04-22,1068,1086,1057,1086,62103,2025-04-22
source1,256940,2025-04-17,10660,11430,10460,11070,291615,2025-04-17
source1,282330,2025-04-15,105500,105900,103800,104600,28800,2025-04-15
source1,285800,2025-04-15,2230,2230,2165,2210,78522,2025-04-15
source1,293580,2025-04-14,1452,1550,1364,1366,37836501,2025-04-14
source1,318020,2025-04-21,3050,3090,2940,3035,11425,2025-04-21
source1,378850,2025-04-21,3160,3205,3140,3175,39096,2025-04-21
source1,420570,2025-04-18,12080,12110,11620,11690,40489,2025-04-18
source1,454780,2025-04-17,109900,109980,109840,109840,73,2025-04-17
source1,473370,2025-04-21,1997,1997,1987,1991,1506,2025-04-21
source1,476030,2025-04-21,10900,10915,10790,10835,34703,2025-04-21
source1,494210,2025-04-16,9170,9170,9070,9105,3716,2025-04-16
source1,499660,2025-04-22,1002085,1002090,1002085,1002090,95373,2025-04-22
source1,086710,2025-04-18,14670,15500,14100,14540,506954,2025-04-21
source1,089030,2025-04-17,28600,31000,27950,30650,822014,2025-04-18
source1,123700,2025-04-21,3025,3040,3005,3030,26240,2025-04-21
source1,129920,2025-04-22,4640,4720,4315,4440,807732,2025-04-22
source1,200470,2025-04-17,2240,2295,2235,2295,70203,2025-04-17
source1,217730,2025-04-15,2340,2380,2270,2325,380177,2025-04-15
source1,219420,2025-04-21,5520,6180,5420,5650,882715,2025-04-21
source1,227100,2025-04-14,612,612,612,612,0,2025-04-14
source1,282720,2025-04-16,8990,8990,8780,8970,27299,2025-04-17
source1,307180,2025-04-22,2870,2900,2815,2860,55899,2025-04-22
source1,378340,2025-04-18,14730,14900,14390,14560,87378,2025-04-21
source1,437080,2025-04-15,100500,100705,100445,100500,3078,2025-04-15
source1,464680,2025-04-14,1993,1993,1985,1991,16338,2025-04-14
source1,476750,2025-04-17,9650,9660,9580,9585,136517,2025-04-17
source1,489870,2025-04-22,51120,51120,51120,51125,0,2025-04-22
source1,115570,2025-04-15,2380,2470,2380,2455,24896,2025-04-15
source1,136490,2025-04-18,5780,5880,5730,5880,27994,2025-04-18
source1,139320,2025-04-21,14475,14475,14410,14450,11097,2025-04-21
source1,214420,2025-04-16,9060,9240,8620,8770,837582,2025-04-17
source1,263770,2025-04-18,2055,2055,2010,2040,17069,2025-04-18
source1,279600,2025-04-22,11300,11300,11300,11300,0,2025-04-22
source1,335870,2025-04-21,2140,2180,2140,2150,12601,2025-04-21
source1,377460,2025-04-17,1691,1691,1691,1691,0,2025-04-17
source1,433220,2025-04-21,16445,16445,15755,15810,255,2025-04-21
source1,442770,2025-04-18,2210,2210,2190,2205,3564,2025-04-18
source1,471040,2025-04-17,12000,12175,11990,12155,39064,2025-04-17
source1,495850,2025-04-22,9725,9765,9690,9720,13831,2025-04-22
source1,084990,2025-04-17,2300,2390,2280,2355,43541,2025-04-17
source1,089230,2025-04-21,911,951,870,884,262128,2025-04-21
source1,097230,2025-04-18,7850,8050,7580,7820,1956019,2025-04-21
source1,131290,2025-04-17,39850,41350,39600,41300,39236,2025-04-18
source1,198440,2025-04-22,1278,1400,1211,1238,2199474,2025-04-22
source1,234300,2025-04-14,3770,3850,3740,3830,136981,2025-04-14
source1,275630,2025-04-22,3120,3120,3015,3025,7991,2025-04-22
source1,291680,2025-04-16,9005,9180,8895,9170,2298,2025-04-16
source1,334970,2025-04-22,4265,4350,4200,4300,89907,2025-04-22
source1,419050,2025-04-17,1583,1624,1583,1616,227782,2025-04-17
source1,422260,2025-04-18,9145,9290,9145,9290,33167,2025-04-18
source1,437730,2025-04-21,12940,13330,12680,12740,1464788,2025-04-22
source1,440110,2025-04-21,10150,10910,10140,10460,185403,2025-04-22
source1,442260,2025-04-15,11700,11745,11700,11745,830,2025-04-15
source1,442900,2025-04-15,10230,10230,10220,10230,5669,2025-04-15
source1,462330,2025-04-16,926,956,874,877,16157609,2025-04-16
source1,477730,2025-04-18,8910,8950,8845,8950,4563,2025-04-18
source1,479960,2025-04-15,17370,18970,17370,17910,1173714,2025-04-15
source1,483020,2025-04-18,9430,9550,9430,9545,4228,2025-04-18
source1,486790,2025-04-21,10710,10760,10580,10655,227,2025-04-21
source1,002795,2025-04-17,8830,8990,8830,8990,9177,2025-04-17
source1,0035T0,2025-04-21,9890,9890,9790,9810,127961,2025-04-21
source1,004170,2025-04-21,154400,155300,152000,154900,17018,2025-04-22
source1,007160,2025-04-17,33500,34300,33500,34050,5344,2025-04-18
source1,014940,2025-04-16,5310,5350,5140,5220,956205,2025-04-17
source1,023000,2025-04-16,2370,2385,2345,2355,8058,2025-04-16
source1,026890,2025-04-18,10270,10830,10160,10420,124208,2025-04-18
source1,049120,2025-04-22,1006,1007,999,1003,28410,2025-04-22
source1,064400,2025-04-15,49500,50700,49000,50700,267055,2025-04-15
source1,000075,2025-04-18,57300,57400,57300,57400,175,2025-04-18
source1,001290,2025-04-16,418,497,414,438,3616174,2025-04-16
source1,005690,2025-04-17,9000,9470,8940,9460,786280,2025-04-18
source1,007590,2025-04-15,6040,6050,6010,6050,4584,2025-04-15
source1,010140,2025-04-18,14920,15150,14370,14530,11926478,2025-04-21
source1,024740,2025-04-18,2230,2260,2205,2250,525887,2025-04-18
source1,039340,2025-04-16,5800,5920,5750,5800,3737,2025-04-16
source1,041830,2025-04-18,23100,23250,22800,23050,22383,2025-04-18
source1,042670,2025-04-14,8080,8080,7860,7950,813205,2025-04-15
source1,058110,2025-04-14,1932,1945,1837,1913,113688,2025-04-14
source1,089600,2025-04-17,14550,14600,14390,14530,9926,2025-04-17
source1,096775,2025-04-21,65000,65300,64600,64800,681,2025-04-21
source1,099410,2025-04-17,3400,3510,3315,3500,108373,2025-04-17
source1,227550,2025-04-14,8060,8060,7995,8045,3307,2025-04-14
source1,228800,2025-04-21,3025,3030,3000,3010,100560,2025-04-21
source1,236200,2025-04-16,27550,28100,27300,27900,31555,2025-04-17
source1,308430,2025-04-16,19500,19500,18170,18180,242630,2025-04-17
source1,330860,2025-04-14,10470,10560,10280,10460,12858,2025-04-14
source1,418420,2025-04-14,2570,3000,2570,2840,604454,2025-04-14
source1,433500,2025-04-18,19805,20115,19745,20045,21768,2025-04-18
source1,452440,2025-04-14,12655,12655,12595,12595,20047,2025-04-14
source1,458610,2025-04-18,2130,2135,2120,2135,1430,2025-04-18
source1,462350,2025-04-14,19280,19830,18640,19590,56902,2025-04-15
source1,475250,2025-04-22,2135,2135,2110,2135,1332,2025-04-22
source1,489010,2025-04-17,10065,10090,10030,10060,84,2025-04-17
source1,083790,2025-04-15,2030,2050,1988,2030,105010,2025-04-15
source1,084680,2025-04-17,1383,1406,1376,1394,561629,2025-04-17
source1,089590,2025-04-18,6450,6680,6440,6660,156406,2025-04-21
source1,097870,2025-04-21,6380,6540,6330,6540,117692,2025-04-21
source1,101330,2025-04-22,3110,3140,3090,3140,28705,2025-04-22
source1,136410,2025-04-21,8850,8850,8650,8770,8257,2025-04-21
source1,177350,2025-04-14,1025,1029,1020,1028,154824,2025-04-14
source1,200710,2025-04-21,14450,16100,14450,15440,286124,2025-04-22
source1,251370,2025-04-22,9040,9100,8890,8990,21828,2025-04-22
source1,261070,2025-04-22,13755,14000,13755,13985,21907,2025-04-22
source1,308080,2025-04-14,3155,3240,3140,3180,68375,2025-04-14
source1,379810,2025-04-17,17335,17545,17285,17545,1154566,2025-04-17
