data_source,ticker,date_kst,open,high,low,close,volume,loaded_date_kst
source1,007820,2025-04-15,4705,4840,4695,4800,130484,2025-04-15
source1,021240,2025-04-21,77400,79300,76700,78500,74194,2025-04-22
source1,038870,2025-04-16,4510,4640,4310,4370,1002461,2025-04-16
source1,298540,2025-04-17,9790,10040,9790,10010,24703,2025-04-17
source1,310080,2025-04-14,8960,9035,8875,8975,2873,2025-04-14
source1,320000,2025-04-18,2665,2745,2555,2715,145805,2025-04-18
source1,357230,2025-04-15,2515,2535,2475,2530,28753,2025-04-15
source1,379800,2025-04-16,17525,17570,17320,17410,4891057,2025-04-16
source1,448330,2025-04-17,10525,10625,10525,10625,50376,2025-04-17
source1,462870,2025-04-22,53500,54700,52600,54200,124348,2025-04-22
source1,478390,2025-04-14,2045,2045,2015,2020,86884,2025-04-14
source1,058970,2025-04-17,52200,54600,51600,54100,79983,2025-04-18
source1,092220,2025-04-21,723,725,712,719,236348,2025-04-21
source1,101140,2025-04-16,6640,7040,6560,6930,38912,2025-04-16
source1,101170,2025-04-17,4970,5010,4915,5000,47087,2025-04-17
source1,138910,2025-04-21,7800,7930,7790,7925,15289,2025-04-21
source1,177900,2025-04-14,8760,8820,8480,8600,481463,2025-04-14
source1,214450,2025-04-17,359500,367000,356000,363500,59382,2025-04-18
source1,229000,2025-04-17,1713,1741,1697,1700,30606,2025-04-17
source1,234100,2025-04-16,1059,1104,1057,1082,137782,2025-04-16
source1,265520,2025-04-21,16700,16880,16530,16560,32937,2025-04-22
source1,266160,2025-04-15,12965,13075,12860,13060,8337,2025-04-15
source1,290660,2025-04-21,920,942,887,921,110865,2025-04-21
source1,305050,2025-04-15,25870,26075,25860,26075,2031,2025-04-15
source1,388420,2025-04-16,9265,9265,9030,9050,61269,2025-04-16
source1,395400,2025-04-16,4850,4875,4790,4875,134750,2025-04-16
source1,419080,2025-04-15,8350,8570,8240,8500,6480,2025-04-15
source1,452300,2025-04-16,3025,3150,3000,3075,407557,2025-04-16
source1,453450,2025-04-15,16860,19190,16700,17530,1626669,2025-04-15
source1,459370,2025-04-15,12485,12560,12485,12560,712,2025-04-15
source1,460470,2025-04-15,3935,3950,3845,3910,235702,2025-04-15
source1,477490,2025-04-18,13075,13075,13070,13070,145,2025-04-18
source1,484880,2025-04-14,10555,10710,10555,10655,50366,2025-04-14
source1,495940,2025-04-17,8255,8255,8130,8170,24159,2025-04-17
source1,900070,2025-04-17,422,431,417,418,41674,2025-04-17
source1,053210,2025-04-18,4420,4420,4400,4400,5409,2025-04-18
source1,053980,2025-04-17,3160,3235,3160,3225,92918,2025-04-17
source1,055490,2025-04-15,13770,13770,13080,13590,3980,2025-04-15
source1,079430,2025-04-14,6890,7120,6870,7090,16068,2025-04-14
source1,089970,2025-04-15,11980,11980,8720,11190,38041,2025-04-15
source1,091220,2025-04-15,8510,8660,8510,8620,7839,2025-04-15
source1,105550,2025-04-14,3565,3790,3425,3660,757268,2025-04-14
source1,109960,2025-04-18,388,415,384,411,639127,2025-04-18
source1,173940,2025-04-16,3300,3300,3200,3265,2409,2025-04-16
source1,223310,2025-04-16,2350,2350,2275,2325,40274,2025-04-16
source1,289250,2025-04-17,9650,9650,9650,9650,1,2025-04-17
source1,299030,2025-04-22,19500,19650,19270,19460,10963,2025-04-22
source1,337140,2025-04-17,12045,12135,12010,12120,16643,2025-04-17
source1,355690,2025-04-22,6600,6620,6340,6480,20299,2025-04-22
source1,348150,2025-04-18,5710,5710,5320,5410,227204,2025-04-21
source1,445690,2025-04-16,13970,13970,13860,13860,71,2025-04-16
source1,464500,2025-04-14,3120,3225,3055,3225,201466,2025-04-14
source1,465480,2025-04-18,8820,9370,8300,8470,1954462,2025-04-18
source1,472490,2025-04-18,10985,11015,10900,11015,42,2025-04-18
source1,487920,2025-04-22,8775,8775,8525,8550,6438,2025-04-22
source1,489010,2025-04-21,9985,9985,9850,9910,130,2025-04-21
source1,001530,2025-04-18,41850,44350,41850,43500,37254,2025-04-18
source1,0019K0,2025-04-16,9415,9415,9327,9350,198081,2025-04-16
source1,002170,2025-04-15,46600,47250,46300,47000,3621,2025-04-15
source1,003555,2025-04-14,54900,54900,53900,54100,2311,2025-04-14
source1,006260,2025-04-22,120500,121300,117500,119000,184269,2025-04-22
source1,009160,2025-04-17,3830,3875,3815,3865,61377,2025-04-17
source1,010640,2025-04-18,4115,4180,4070,4155,205736,2025-04-18
source1,018290,2025-04-21,36600,37850,36150,36950,795429,2025-04-22
source1,019685,2025-04-21,1337,1347,1317,1335,84381,2025-04-21
source1,036180,2025-04-17,577,577,577,577,0,2025-04-17
source1,048410,2025-04-16,11100,11460,10770,10900,201611,2025-04-17
source1,049830,2025-04-16,7410,7440,7400,7440,1232,2025-04-16
source1,445360,2025-04-15,2110,2115,2110,2115,5561,2025-04-15
source1,464580,2025-04-21,5630,5720,5540,5630,18396,2025-04-21
source1,472220,2025-04-17,2140,2145,2110,2115,1759,2025-04-17
source1,475310,2025-04-16,8750,8775,8605,8610,12179,2025-04-16
source1,004090,2025-04-14,11750,11910,11750,11800,74977,2025-04-15
source1,005965,2025-04-15,18050,18570,18050,18570,274,2025-04-15
source1,017480,2025-04-18,4415,4450,4370,4410,9178,2025-04-18
source1,024950,2025-04-18,4390,4420,4295,4420,52975,2025-04-18
source1,408920,2025-04-16,2180,2200,2155,2175,14044,2025-04-16
source1,417450,2025-04-14,6020,6020,5985,5990,1182,2025-04-14
source1,458750,2025-04-14,10745,10755,10610,10660,49811,2025-04-14
source1,461910,2025-04-14,19745,19825,19535,19780,5259,2025-04-14
source1,464060,2025-04-17,13570,13690,13565,13690,508,2025-04-17
source1,465620,2025-04-17,12095,12095,11845,11845,8614,2025-04-17
source1,466810,2025-04-16,4335,4335,4205,4205,6409,2025-04-16
source1,086890,2025-04-14,4995,5090,4915,5070,47934,2025-04-14
source1,121440,2025-04-15,4515,4605,4510,4590,106304,2025-04-15
source1,170920,2025-04-17,8900,9300,8900,9200,18799,2025-04-17
source1,205720,2025-04-17,2595,2695,2555,2560,16422,2025-04-17
source1,232830,2025-04-17,2095,2135,2040,2120,40077,2025-04-17
source1,277540,2025-04-22,15955,15955,15655,15765,2475,2025-04-22
source1,302550,2025-04-16,3320,3335,3250,3270,47605,2025-04-16
source1,317120,2025-04-15,2735,2765,2725,2750,9829,2025-04-15
source1,340810,2025-04-17,3620,3775,3600,3775,25378,2025-04-17
source1,437070,2025-04-14,60290,60360,60075,60085,1526,2025-04-14
source1,441330,2025-04-22,9180,9420,9180,9285,1994,2025-04-22
source1,452670,2025-04-14,2000,2005,2000,2005,959,2025-04-14
source1,458210,2025-04-17,106645,106645,106645,106645,73,2025-04-17
source1,460660,2025-04-22,10655,10655,10395,10515,6256,2025-04-22
source1,489730,2025-04-14,1998,2020,1997,2015,45934,2025-04-14
source1,101240,2025-04-15,4350,4445,4275,4350,164176,2025-04-15
source1,102280,2025-04-17,13450,13450,13450,13450,0,2025-04-17
source1,133820,2025-04-18,905,965,860,930,189494,2025-04-18
source1,146320,2025-04-17,8340,8410,8220,8340,9845,2025-04-18
source1,154040,2025-04-14,1041,1075,1031,1052,44703,2025-04-14
source1,190510,2025-04-21,13150,13150,12790,12790,86731,2025-04-22
source1,204270,2025-04-17,14210,14580,14010,14480,179396,2025-04-18
source1,226490,2025-04-16,25670,25760,25405,25475,154615,2025-04-16
source1,229200,2025-04-17,11455,11700,11455,11675,7159900,2025-04-17
source1,309930,2025-04-21,1910,1920,1833,1900,91473,2025-04-21
source1,381570,2025-04-22,5975,6070,5975,6035,10820,2025-04-22
source1,404990,2025-04-14,3215,3220,3160,3200,49538,2025-04-14
source1,444490,2025-04-21,14135,14135,13960,14005,10025,2025-04-21
source1,45226K,2025-04-18,2380,2380,2370,2370,1609,2025-04-18
source1,475150,2025-04-16,14270,14350,13780,13980,122821,2025-04-17
source1,486830,2025-04-22,51405,51405,51395,51405,240,2025-04-22
source1,091090,2025-04-17,1270,1270,1270,1270,0,2025-04-17
source1,093190,2025-04-22,5310,5390,5190,5190,20756,2025-04-22
source1,096870,2025-04-15,2685,2780,2685,2700,8913,2025-04-15
source1,097955,2025-04-18,132200,132850,131600,132200,2559,2025-04-18
source1,101680,2025-04-21,3140,3140,3025,3070,38647,2025-04-21
source1,115530,2025-04-16,309,310,297,303,128385,2025-04-16
source1,123690,2025-04-14,6760,6830,6660,6800,78261,2025-04-14
source1,204840,2025-04-18,1038,1038,1020,1030,50959,2025-04-18
source1,267450,2025-04-22,11275,11275,11230,11262,148,2025-04-22
source1,290560,2025-04-15,6860,7060,6750,7060,19101,2025-04-15
source1,298020,2025-04-14,207500,209000,204000,205500,5918,2025-04-15
source1,315960,2025-04-14,17690,17750,17515,17610,3142,2025-04-14
source1,329200,2025-04-22,4255,4255,4225,4230,635584,2025-04-22
source1,329750,2025-04-22,12870,12950,12860,12885,104053,2025-04-22
source1,347890,2025-04-22,5430,5520,5380,5510,3937,2025-04-22
source1,365330,2025-04-14,5180,5180,5040,5090,353682,2025-04-15
source1,439250,2025-04-22,10590,10600,10580,10600,33872,2025-04-22
source1,481050,2025-04-21,1023280,1023285,1023280,1023280,8053,2025-04-21
source1,097800,2025-04-22,545,545,535,544,262474,2025-04-22
source1,138040,2025-04-15,113200,114600,112100,114200,213987,2025-04-15
source1,138070,2025-04-16,2385,2400,2355,2380,28144,2025-04-16
source1,206560,2025-04-14,6030,6410,6010,6200,282467,2025-04-15
source1,210780,2025-04-15,14905,15010,14845,15010,6785,2025-04-15
source1,277410,2025-04-14,1212,1221,1160,1213,59583,2025-04-14
source1,300950,2025-04-16,6360,6405,6330,6340,39054,2025-04-16
source1,306200,2025-04-17,185500,188700,182000,186800,20332,2025-04-17
source1,35320K,2025-04-14,7490,7520,7430,7490,832,2025-04-14
source1,413630,2025-04-16,1321,1338,1315,1318,55678,2025-04-16
source1,419540,2025-04-18,2000,2055,1932,1989,469708,2025-04-18
source1,441800,2025-04-18,12125,12190,12070,12165,176376,2025-04-18
source1,450910,2025-04-22,11425,11490,11405,11460,235,2025-04-22
source1,473330,2025-04-22,9170,9185,9085,9110,308847,2025-04-22
source1,475460,2025-04-21,14290,14960,14060,14950,1789689,2025-04-21
source1,476310,2025-04-22,8675,8675,8590,8590,992,2025-04-22
source1,476470,2025-04-17,2215,2250,2200,2245,54173,2025-04-17
source1,482030,2025-04-15,6155,6260,6155,6230,1863,2025-04-15
source1,900310,2025-04-17,843,855,817,842,172357,2025-04-17
source1,000040,2025-04-22,473,477,450,453,626170,2025-04-22
source1,003547,2025-04-17,15190,15230,15180,15210,25818,2025-04-17
source1,005710,2025-04-21,7360,7470,7220,7300,17684,2025-04-21
source1,009190,2025-04-18,1627,1634,1578,1605,333448,2025-04-18
source1,012330,2025-04-21,239000,247000,239000,243000,109012,2025-04-22
source1,017670,2025-04-21,57800,58000,57600,57800,203342,2025-04-22
source1,023910,2025-04-18,25950,25950,25550,25850,7427,2025-04-18
source1,036010,2025-04-18,4880,4930,4855,4925,15945,2025-04-18
source1,087600,2025-04-18,7050,7050,6900,7050,14318,2025-04-18
source1,101530,2025-04-15,6580,6900,6580,6840,64626,2025-04-15
source1,102970,2025-04-18,7900,7970,7880,7950,36441,2025-04-18
source1,153490,2025-04-15,700,708,699,708,67451,2025-04-15
source1,208140,2025-04-17,2670,2690,2660,2685,92289,2025-04-17
source1,214260,2025-04-17,14170,14270,13920,14170,17409,2025-04-18
source1,307510,2025-04-22,15470,15480,15430,15445,1688,2025-04-22
source1,359090,2025-04-21,1039,1063,1038,1049,208639,2025-04-21
source1,400760,2025-04-18,3540,3600,3535,3600,19188,2025-04-18
source1,420770,2025-04-21,24250,24650,23900,24350,13945,2025-04-22
source1,447430,2025-04-17,13800,13960,13800,13960,9589,2025-04-17
source1,458870,2025-04-22,13270,13270,12800,12990,32470,2025-04-22
source1,459790,2025-04-14,12965,13030,12965,13020,792,2025-04-14
source1,487230,2025-04-16,10165,10400,10010,10065,588227,2025-04-16
source1,014530,2025-04-15,3430,3455,3425,3430,80495,2025-04-15
source1,014825,2025-04-15,18030,18100,18020,18100,239,2025-04-15
source1,016250,2025-04-21,15120,15350,15050,15100,2319,2025-04-21
source1,016710,2025-04-16,7040,7090,7010,7070,12611,2025-04-16
source1,018120,2025-04-16,17220,17220,17120,17190,5428,2025-04-16
source1,019440,2025-04-16,13120,13230,13090,13220,8460,2025-04-16
source1,021040,2025-04-14,920,947,919,946,18835,2025-04-14
source1,023900,2025-04-22,8830,8920,8820,8920,5937,2025-04-22
source1,023960,2025-04-16,1263,1338,1260,1300,342333,2025-04-16
source1,034940,2025-04-17,1020,1025,1007,1022,32395,2025-04-17
source1,036220,2025-04-15,13050,13100,12850,12980,4720,2025-04-15
source1,037400,2025-04-14,1044,1054,1040,1054,44613,2025-04-14
source1,052400,2025-04-18,33300,34900,32500,33950,727136,2025-04-18
source1,053450,2025-04-21,5340,5410,5280,5300,68879,2025-04-21
source1,055550,2025-04-22,48500,48750,48100,48600,1083044,2025-04-22
source1,060590,2025-04-16,7200,7210,6930,7050,44673,2025-04-17
source1,060980,2025-04-14,35000,35200,34500,35000,6759,2025-04-14
source1,084670,2025-04-14,6890,7010,6880,7010,1157,2025-04-14
source1,103230,2025-04-22,3630,3710,3610,3645,17430,2025-04-22
source1,131970,2025-04-17,23600,24350,23450,24350,57682,2025-04-18
source1,147760,2025-04-14,2640,2640,2505,2625,7364,2025-04-14
source1,222080,2025-04-18,7240,7280,7110,7180,189207,2025-04-21
source1,256450,2025-04-17,8110,8135,8095,8135,175,2025-04-17
source1,263600,2025-04-15,4370,4375,4285,4355,18886,2025-04-15
source1,301410,2025-04-22,6045,6050,6015,6040,211,2025-04-22
source1,365340,2025-04-18,31550,32250,30300,31600,39753,2025-04-21
source1,436140,2025-04-15,115420,115505,115420,115505,1031,2025-04-15
source1,453810,2025-04-16,13300,13375,13265,13310,99191,2025-04-16
source1,454320,2025-04-15,14465,14995,14465,14995,3490,2025-04-15
source1,454750,2025-04-18,2015,2030,2010,2025,14190,2025-04-18
source1,495330,2025-04-15,9660,9660,9540,9625,298,2025-04-15
source1,065420,2025-04-17,270,272,262,271,322459,2025-04-17
source1,069960,2025-04-22,57600,58000,57000,57700,29549,2025-04-22
source1,079170,2025-04-22,7000,7040,6930,7000,4575,2025-04-22
source1,081150,2025-04-21,3310,3355,3235,3340,885978,2025-04-21
source1,138040,2025-04-18,114000,114800,112700,114400,158483,2025-04-21
source1,143850,2025-04-22,55465,55595,55310,55550,2961,2025-04-22
source1,181710,2025-04-21,20850,21550,20850,21350,40004,2025-04-22
source1,207760,2025-04-21,1389,1685,1360,1501,60796374,2025-04-21
source1,210780,2025-04-18,15180,15330,15180,15315,55968,2025-04-18
source1,215360,2025-04-21,9300,9320,9240,9320,4493,2025-04-21
source1,419540,2025-04-15,2110,2110,2020,2035,345077,2025-04-15
source1,441800,2025-04-15,11925,12040,11925,12015,217365,2025-04-15
source1,456070,2025-04-21,15000,15390,14810,15020,90604,2025-04-22
source1,460860,2025-04-14,8460,8670,8410,8660,71431,2025-04-15
source1,462860,2025-04-14,2829,2900,2736,2749,8314316,2025-04-21
source1,466410,2025-04-14,14000,14950,13670,14430,329925,2025-04-14
source1,482030,2025-04-18,6050,6085,6020,6070,292,2025-04-18
source1,495710,2025-04-16,50725,50725,50725,50725,1,2025-04-16
source1,000050,2025-04-15,6590,6600,6530,6570,3542,2025-04-15
source1,0036R0,2025-04-18,9730,9740,9700,9725,134413,2025-04-18
source1,004700,2025-04-15,51500,52000,51200,51700,544,2025-04-15
source1,005110,2025-04-15,1254,1254,1254,1254,0,2025-04-15
source1,005670,2025-04-18,5080,5140,5020,5090,18445,2025-04-18
source1,005800,2025-04-14,9990,10105,9930,10050,3806,2025-04-14
source1,006730,2025-04-22,5990,5990,5680,5750,104689,2025-04-22
source1,006920,2025-04-15,4500,4625,4030,4030,1592586,2025-04-15
source1,011390,2025-04-22,85500,89200,85500,87300,19312,2025-04-22
source1,032280,2025-04-18,2295,2795,2270,2740,5962149,2025-04-18
source1,036090,2025-04-16,673,705,670,678,1400724,2025-04-16
source1,038620,2025-04-15,1148,1152,1098,1100,1618298,2025-04-15
source1,066700,2025-04-15,2915,2955,2895,2955,28558,2025-04-15
source1,092780,2025-04-22,4565,4565,4480,4560,10251,2025-04-22
source1,101240,2025-04-17,4385,4435,4330,4435,68468,2025-04-17
source1,102280,2025-04-15,13450,13450,13450,13450,0,2025-04-15
source1,104620,2025-04-18,4785,4825,4750,4780,15474,2025-04-18
source1,134790,2025-04-18,29600,30200,29200,30050,8742,2025-04-18
source1,146320,2025-04-15,8380,8580,8290,8530,14642,2025-04-15
source1,152500,2025-04-18,5900,5975,5890,5970,10179,2025-04-18
source1,199820,2025-04-22,8550,8710,8320,8550,190002,2025-04-22
source1,204270,2025-04-15,14700,15280,14650,15110,277156,2025-04-15
source1,229200,2025-04-15,11685,11765,11570,11710,8200102,2025-04-15
source1,298050,2025-04-18,175400,176900,173600,175000,7848,2025-04-21
source1,307930,2025-04-16,5700,6150,5250,5320,1806357,2025-04-16
source1,337930,2025-04-22,6030,6310,6030,6210,69454,2025-04-22
source1,479620,2025-04-21,7825,7825,7700,7790,19741,2025-04-21
source1,485690,2025-04-14,9945,9995,9900,9975,4835,2025-04-14
source1,073110,2025-04-14,6140,6290,6050,6260,9228,2025-04-14
source1,084670,2025-04-18,7040,7080,6970,6970,664,2025-04-18
source1,086980,2025-04-15,3060,3090,3015,3065,175369,2025-04-15
source1,142760,2025-04-16,1296,1344,1259,1259,84414,2025-04-16
source1,147760,2025-04-18,2715,2715,2625,2700,3504,2025-04-18
source1,222080,2025-04-14,7320,7430,7250,7300,284625,2025-04-15
source1,228760,2025-04-16,15260,15450,14520,14880,60658,2025-04-17
source1,263800,2025-04-17,4685,4850,4675,4790,39197,2025-04-17
source1,325020,2025-04-17,13160,13205,13115,13205,12975,2025-04-17
source1,330350,2025-04-15,6390,6650,6320,6520,48406,2025-04-15
source1,339950,2025-04-21,3005,3005,2825,2865,1073537,2025-04-21
source1,340570,2025-04-17,72700,73100,71200,72500,53989,2025-04-18
source1,365340,2025-04-14,30600,31900,30550,31050,15236,2025-04-15
source1,445360,2025-04-16,2110,2115,2105,2115,10819,2025-04-16
source1,454750,2025-04-14,2020,2025,2015,2025,8369,2025-04-14
source1,475240,2025-04-17,2110,2120,2110,2120,7399,2025-04-17
source1,475310,2025-04-15,8930,9070,8860,8955,8318,2025-04-15
source1,900290,2025-04-22,3065,3115,3020,3100,249345,2025-04-22
source1,090850,2025-04-22,5390,5410,5320,5350,21696,2025-04-22
source1,123840,2025-04-17,1021,1036,1010,1025,4654,2025-04-17
source1,166090,2025-04-17,26050,27150,25850,27150,181368,2025-04-18
source1,196450,2025-04-17,611,632,611,625,46941,2025-04-17
source1,214370,2025-04-18,25950,26250,25350,25550,39224,2025-04-21
source1,217270,2025-04-17,7950,8930,7950,8300,1035691,2025-04-17
source1,261240,2025-04-17,14080,14140,14070,14100,23486,2025-04-17
source1,266420,2025-04-16,16640,16640,16335,16335,17294,2025-04-16
source1,266550,2025-04-14,12225,12225,12165,12225,20,2025-04-14
source1,271050,2025-04-21,4485,4520,4470,4495,255381,2025-04-21
source1,295310,2025-04-14,18750,19320,18750,19120,118503,2025-04-15
source1,307520,2025-04-15,9745,9850,9745,9820,2629,2025-04-15
source1,352940,2025-04-21,2460,2510,2415,2450,48746,2025-04-21
source1,403870,2025-04-14,24400,24500,23500,24200,570617,2025-04-15
source1,453870,2025-04-22,13455,13565,13420,13550,282845,2025-04-22
source1,463690,2025-04-15,15030,15030,14800,14860,1767,2025-04-15
source1,473980,2025-04-14,24350,24450,23100,24100,130769,2025-04-15
source1,491510,2025-04-15,10130,10210,10095,10210,104,2025-04-15
source1,011200,2025-04-16,19250,19540,18930,19420,1168928,2025-04-17
source1,064260,2025-04-14,2720,2850,2720,2775,318265,2025-04-15
source1,094360,2025-04-14,15100,17930,15100,17680,959350,2025-04-15
source1,104700,2025-04-17,8090,8250,8000,8180,19808,2025-04-17
source1,107600,2025-04-14,14480,14900,14480,14550,6444,2025-04-14
source1,112040,2025-04-16,29000,29250,28650,28900,97297,2025-04-17
source1,276970,2025-04-18,7985,7990,7915,7985,8590,2025-04-18
source1,346000,2025-04-15,42215,42270,42175,42270,1295,2025-04-15
source1,359210,2025-04-16,12570,12570,12405,12405,4832,2025-04-16
source1,433250,2025-04-22,11150,11220,11150,11220,52,2025-04-22
source1,478440,2025-04-18,1999,2000,1992,1999,2941,2025-04-18
source1,478560,2025-04-16,3920,3950,3810,3845,42322,2025-04-16
source1,487720,2025-04-22,2080,2080,2075,2080,3244,2025-04-22
source1,490090,2025-04-14,9975,9985,9900,9970,450419,2025-04-14
source1,007690,2025-04-16,29600,29750,29300,29300,1591,2025-04-16
source1,011810,2025-04-21,3540,3710,3455,3515,41608,2025-04-22
source1,025550,2025-04-16,4180,4180,3915,3930,1513737,2025-04-16
source1,042500,2025-04-17,4385,4490,4355,4410,66127,2025-04-17
source1,058470,2025-04-14,172300,172300,172300,172300,0,2025-04-14
source1,004890,2025-04-16,41500,41500,40400,41500,2101,2025-04-16
source1,007860,2025-04-18,7010,7110,6950,7090,56310,2025-04-18
source1,086890,2025-04-22,5180,5360,5170,5360,116274,2025-04-22
source1,095720,2025-04-17,1563,1585,1540,1583,138862,2025-04-17
source1,101140,2025-04-18,6990,7060,6770,6970,17564,2025-04-18
source1,129890,2025-04-14,912,922,905,910,109252,2025-04-14
source1,148070,2025-04-14,116895,117005,116765,116985,7542,2025-04-14
source1,194370,2025-04-14,7670,7700,7520,7620,58523,2025-04-15
source1,234100,2025-04-18,1078,1089,1063,1086,40335,2025-04-18
source1,289250,2025-04-15,9705,9705,9705,9705,0,2025-04-16
source1,337140,2025-04-15,12100,12190,12100,12130,10795,2025-04-15
source1,414270,2025-04-21,9495,9495,9235,9290,12392,2025-04-21
source1,420570,2025-04-22,11080,11360,11060,11290,30233,2025-04-22
source1,451060,2025-04-21,10665,10720,10610,10675,77563,2025-04-21
source1,454910,2025-04-16,53000,54400,50300,51300,759069,2025-04-17
source1,463640,2025-04-15,12905,13025,12855,12895,2328,2025-04-15
source1,499660,2025-04-18,1001935,1001940,1001935,1001940,121313,2025-04-18
source1,002620,2025-04-14,7760,8140,7630,7880,29680,2025-04-14
source1,015760,2025-04-14,23200,23600,23200,23600,1931410,2025-04-15
source1,027040,2025-04-17,204,204,204,204,0,2025-04-17
source1,033240,2025-04-18,11400,11400,11180,11360,34313,2025-04-21
source1,034020,2025-04-16,23900,24450,23200,23400,5545183,2025-04-17
source1,056730,2025-04-18,672,682,669,673,23357,2025-04-18
source1,060280,2025-04-22,8300,8430,8230,8380,155994,2025-04-22
source1,071280,2025-04-21,14220,14490,14110,14320,18554,2025-04-21
source1,091340,2025-04-17,2505,2525,2430,2505,22064,2025-04-17
source1,095190,2025-04-16,2120,2130,2065,2100,32807,2025-04-16
source1,099140,2025-04-16,21180,21180,20455,20520,4716,2025-04-16
source1,101280,2025-04-18,21440,21805,21440,21805,10737,2025-04-18
source1,105560,2025-04-16,78000,80000,77500,79600,1074934,2025-04-17
source1,121850,2025-04-18,1506,1567,1467,1521,361165,2025-04-18
source1,172670,2025-04-22,8110,8300,8110,8160,32582,2025-04-22
source1,178780,2025-04-17,3345,3370,3145,3245,50259,2025-04-17
source1,191410,2025-04-16,1913,1948,1906,1942,20029,2025-04-16
source1,332570,2025-04-15,3180,3280,3120,3240,602398,2025-04-15
source1,361580,2025-04-15,18300,18480,18300,18445,25521,2025-04-15
source1,448540,2025-04-16,20580,20765,20535,20535,238743,2025-04-16
source1,469070,2025-04-15,9075,9160,9015,9080,568888,2025-04-15
source1,083310,2025-04-21,8740,8810,8610,8690,27472,2025-04-21
source1,086790,2025-04-18,57700,59000,57500,58800,359308,2025-04-21
source1,087260,2025-04-17,1920,1938,1897,1911,60010,2025-04-17
source1,089230,2025-04-22,880,967,855,864,351578,2025-04-22
source1,091180,2025-04-14,16895,17045,16775,16970,183379,2025-04-14
source1,191420,2025-04-15,15580,15680,15400,15650,5017,2025-04-15
source1,198440,2025-04-21,1139,1193,1139,1179,237111,2025-04-21
source1,228820,2025-04-15,7520,7530,7485,7530,5749,2025-04-15
source1,261220,2025-04-16,13110,13110,12875,12925,237158,2025-04-16
source1,275630,2025-04-21,3135,3160,3095,3120,11838,2025-04-21
source1,300080,2025-04-16,21400,21800,20600,20650,92265,2025-04-16
source1,334970,2025-04-21,4245,4275,4150,4200,63980,2025-04-22
source1,437730,2025-04-22,12880,16260,12390,14650,26779484,2025-04-22
source1,440110,2025-04-22,10440,10460,10120,10230,102145,2025-04-22
source1,440320,2025-04-17,9700,9790,8960,9390,580030,2025-04-17
source1,475830,2025-04-14,28150,28800,27450,28150,626360,2025-04-14
source1,478780,2025-04-18,2060,2070,2050,2070,11026,2025-04-18
source1,486790,2025-04-22,10615,10655,10565,10650,21,2025-04-22
source1,002990,2025-04-21,2935,2950,2830,2945,117903,2025-04-21
source1,051370,2025-04-18,8260,8290,8110,8190,23086,2025-04-21
source1,060570,2025-04-17,1550,1600,1550,1599,72127,2025-04-17
source1,072950,2025-04-15,4385,4495,4370,4440,28545,2025-04-15
source1,089150,2025-04-18,2145,2185,2127,2155,31452,2025-04-18
source1,122990,2025-04-18,6540,6630,6400,6570,94333,2025-04-18
source1,138070,2025-04-17,2365,2430,2365,2390,104552,2025-04-17
source1,175250,2025-04-18,1572,1849,1550,1807,2384726,2025-04-18
source1,190620,2025-04-22,101325,101325,101315,101325,17095,2025-04-22
source1,230480,2025-04-18,4685,4700,4685,4685,508,2025-04-18
source1,234920,2025-04-21,3110,3255,3095,3200,23200,2025-04-21
source1,241710,2025-04-21,48550,48900,47250,47650,69273,2025-04-22
source1,276730,2025-04-22,2200,2240,2140,2205,35083,2025-04-22
source1,300950,2025-04-17,6370,6525,6370,6505,89406,2025-04-17
source1,306200,2025-04-16,195200,195200,186700,186700,25612,2025-04-16
source1,365590,2025-04-21,707,725,679,694,220055,2025-04-21
source1,377990,2025-04-22,8310,8370,8185,8190,36253,2025-04-22
source1,397030,2025-04-15,15000,15000,13660,14050,158573,2025-04-15
source1,413630,2025-04-17,1325,1339,1319,1327,27193,2025-04-17
source1,435380,2025-04-21,2115,2115,2115,2115,7124,2025-04-21
source1,448830,2025-04-18,2145,2145,2130,2145,5078,2025-04-18
source1,476470,2025-04-16,2205,2255,2170,2245,81170,2025-04-16
source1,490600,2025-04-15,8890,8925,8875,8895,33202,2025-04-15
source1,900310,2025-04-16,857,880,830,844,301388,2025-04-16
source1,002380,2025-04-17,237500,244000,237000,243000,15058,2025-04-18
source1,003830,2025-04-17,110300,110300,108500,109700,214,2025-04-17
source1,006140,2025-04-18,5650,5690,5500,5560,8455,2025-04-18
source1,023160,2025-04-14,22450,23100,22300,22800,241732,2025-04-15
source1,023800,2025-04-17,5760,5820,5740,5790,12964,2025-04-17
source1,049770,2025-04-15,34800,36150,32450,34700,375911,2025-04-15
source1,055490,2025-04-21,13570,13660,13460,13580,4548,2025-04-21
source1,000145,2025-04-14,10140,10150,10130,10130,116,2025-04-14
source1,000440,2025-04-22,13120,13190,12940,13030,12684,2025-04-22
source1,001500,2025-04-17,5490,5540,5450,5540,61541,2025-04-17
source1,001740,2025-04-18,4095,4130,4070,4120,124490,2025-04-21
source1,003060,2025-04-16,737,748,722,724,263405,2025-04-16
source1,004545,2025-04-16,14700,14700,14100,14410,1234,2025-04-16
source1,007720,2025-04-17,833,881,819,865,246332,2025-04-17
source1,018500,2025-04-14,1700,1740,1668,1715,1652804,2025-04-14
source1,032750,2025-04-15,4275,4370,4255,4335,27277,2025-04-15
